"geoid","census_mortgage_status_001_total_per","census_race_010_two_races_excluding_some_other_race_and_three_or_more_races","census_race_005_asian_alone_per","census_race_006_native_hawaiian_and_other_pacific_islander_alone","census_race_007_some_other_race_alone","census_mortgage_status_002_housing_units_with_a_mortgage_contract_to_purchase_or_similar_debt","census_name","census_race_004_american_indian_and_alaska_native_alone_per","census_race_006_native_hawaiian_and_other_pacific_islander_alone_per","census_mortgage_status_007_no_second_mortgage_and_no_home_equity_loan_per","census_mortgage_status_008_housing_units_without_a_mortgage_per","census_mortgage_status_006_both_second_mortgage_and_home_equity_loan","census_race_010_two_races_excluding_some_other_race_and_three_or_more_races_per","census_race_003_black_or_african_american_alone","census_race_008_two_or_more_races_per","census_mortgage_status_007_no_second_mortgage_and_no_home_equity_loan","census_race_008_two_or_more_races","census_race_009_two_races_including_some_other_race","census_mortgage_status_003_with_either_a_second_mortgage_or_home_equity_loan_but_not_both_per","census_race_001_total_per","census_mortgage_status_001_total","census_race_001_total","census_mortgage_status_002_housing_units_with_a_mortgage_contract_to_purchase_or_similar_debt_per","census_median_contract_001_median_contract_rent_per","census_race_005_asian_alone","census_mortgage_status_005_home_equity_loan_only_per","census_race_003_black_or_african_american_alone_per","census_mortgage_status_006_both_second_mortgage_and_home_equity_loan_per","census_mortgage_status_004_second_mortgage_only","census_race_004_american_indian_and_alaska_native_alone","census_race_007_some_other_race_alone_per","census_race_002_white_alone_per","census_race_002_white_alone","census_mortgage_status_004_second_mortgage_only_per","census_mortgage_status_008_housing_units_without_a_mortgage","census_mortgage_status_005_home_equity_loan_only","census_race_009_two_races_including_some_other_race_per","census_mortgage_status_003_with_either_a_second_mortgage_or_home_equity_loan_but_not_both","median_rent","population","case_number","longitude","latitude","councildis","precinctid","reviewer","hearing_date","location","mva_cluster","mva_code","hdlc","ncdc","ncdc_adjusted","vacant_lot","vacant_lot_code","market_assessment","market_code","roof","roof_code","exterior","exterior_code","foundation","foundation_code","overall_condition","overall_condition_code","character","character_code","abatement_recommendation","recommendation_code","reviewer_notes","zipcode","geopin","xpos","ypos","potential_error_in_lot_status","potential_error_in_market_status","vacant_lot_revised_code"
"14000US22071000618",0.304609743321111,79,0.0314300680984809,0,55,943,"Census Tract 6.18, Orleans, LA",0.00392875851231011,0,0.193294918805657,0.0576217915138816,54,0.0206914614981666,1858,0.0311681508643269,738,119,40,0.0395495023572551,1,1163,3818,0.246987951807229,0.135673127291776,120,0.0149292823467784,0.486642221058146,0.0141435306443164,94,15,0.0144054478784704,0.432425353588266,1651,0.0246202200104767,220,57,0.0104766893661603,151,518,3818,"13-07542-MPM",-90.013070776845,29.912649856242,"C","15-18E","Demo",2013-10-31,"63 Grand Canyon Dr","A",1,0,0,0,0,0,"Very Strong",1,"Good",1,"Good",1,"Good",1,"Good",1,1,1,"sell",1,"VIOLATIONS ABATED LEIN PAID",70131,41139714,3699095.289,516136.2959,"0","0",0
"14000US22071012000",0.328060522696011,0,0.00275103163686382,0,6,345,"Census Tract 120, Orleans, LA",0.00894085281980743,0,0.1939477303989,0.0907840440165062,0,0,100,0,282,0,0,0.0433287482806052,1,477,1454,0.237276478679505,0.817744154057772,4,0.0240715268225585,0.0687757909215956,0,28,13,0.00412654745529574,0.915405777166437,1331,0.0192572214580468,132,35,0,63,1189,1454,"13-05121-PNBL",-90.133076981883,29.9277264877449,"A","14-10","Demo",2013-09-19,"7049 Magazine St","A",1,0,1,1,NA,NA,"Very Strong",1,"Poor",3,"Poor",3,"Fair",2,"Poor",3,1,1,"sell",1,"vacant lot",70118,41044789,3661021.103,521200.5931,"0","0",NA
"14000US22071012600",0.174962292609351,26,0.0930115635997989,0,0,234,"Census Tract 126, Orleans, LA",0.00351935646053293,0,0.089492207139266,0.057315233785822,0,0.0130718954248366,79,0.0130718954248366,178,26,0,0.0281548516842634,1,348,1989,0.117647058823529,0.462041226747109,185,0.0226244343891403,0.0397184514831574,0,11,7,0,0.850678733031674,1692,0.00553041729512318,114,45,0,56,919,1989,"13-06045-PNBL",-90.1320014964794,29.9415916184303,"A","16-2","AW",2013-10-15,"7819 St Charles Ave/7825 St Charles Ave","A",1,0,1,1,0,0,"Very Strong",1,"Fair",2,"Poor",3,"Fair",2,"Fair",2,1,1,"sell",1,"The property is occupied with multiple dwellings on the lot.",70118,41142046,3661308.896,526246.0518,"0","0",0
"14000US22071013301",0.387632407672488,23,0.0177497852848554,0,0,723,"Census Tract 133.01, Orleans, LA",0,0,0.129974234182651,0.180647008302319,0,0.0065845977669625,26,0.00916117950186086,454,32,9,0.0770111651875179,1,1354,3493,0.206985399370169,0.298310907529344,62,0.062124248496994,0.00744345834526195,0,52,0,0,0.965645576868022,3373,0.0148869166905239,631,217,0.00257658173489837,269,1042,3493,"13-03014-PNBL",-90.1024458656024,30.0231724459788,"D","4-23","Demo",2013-10-24,"795 Jewel St","A",1,0,0,0,0,0,"Very Strong",1,"Good",1,"Good",1,"Good",1,"Good",1,1,1,"sell",1,"",70124,41011123,3670350.469,556011.4038,"0","0",0
"14000US22071008500",0.0624472573839662,4,0,0,0,59,"Census Tract 85, Orleans, LA",0,0,0.049789029535865,0.0126582278481013,0,0.00337552742616034,1089,0.0320675105485232,59,38,34,0,1,74,1185,0.049789029535865,0.388185654008439,0,0,0.918987341772152,0,0,0,0,0.0489451476793249,58,0,15,0,0.0286919831223629,0,460,1185,"13-01322-PNBL",-90.0857879647259,29.9403268556074,"B","10-13","Demo",2013-07-22,"2217 Jackson Ave","F",6,0,1,1,NA,NA,"Moderately Weak",3,"Fair",2,"Poor",3,"Poor",3,"Poor",3,NA,NA,"demolish",0,"",70113,41040510,3675949.691,525942.5344,"0","0",NA
"14000US22071002800",0.119858156028369,0,0.00780141843971631,0,0,55,"Census Tract 28, Orleans, LA",0.000709219858156028,0,0.0319148936170213,0.0808510638297872,10,0,1390,0,45,0,0,0,1,169,1410,0.0390070921985816,0.387234042553191,11,0,0.985815602836879,0.00709219858156028,0,1,0,0.00567375886524823,8,0,114,0,0,0,546,1410,"13-00982-PNBL",-90.0646413213821,29.9754452317315,"D","7-10","AW",2013-07-22,"1810 Allen St","G",7,0,1,1,NA,NA,"Very Strong",1,"Poor",3,"Poor",3,"Poor",3,"Very Poor",4,1,1,"demolish",0,"",70116,41076652,3682505.484,538786.4052,"0","1",NA
"14000US22071000904",0.306122448979592,13,0.0282574568288854,1,0,63,"Census Tract 9.04, Orleans, LA",0,0.00156985871271586,0.0989010989010989,0.207221350078493,0,0.0204081632653061,593,0.0204081632653061,63,13,0,0,1,195,637,0.0989010989010989,1.01726844583987,18,0,0.930926216640502,0,0,0,0,0.0188383045525903,12,0,132,0,0,0,648,637,"CEHB-12-1598",-90.0113418688658,29.9615101915687,"E","9-5","DG",2013-07-22,"1219 Gordon St","H",8,0,1,1,NA,NA,"Very Weak",4,"Fair",2,"Poor",3,"Fair",2,"Poor",3,0,0,"demolish",0,"",70117,41124596,3699437.999,533909.887,"0","0",NA
"14000US22071007200",0.115954664341761,67,0.0013077593722755,0,21,71,"Census Tract 72, Orleans, LA",0,0,0.028770706190061,0.0850043591979076,0,0.0292066259808195,2073,0.0292066259808195,66,67,0,0.0021795989537925,1,266,2294,0.0309503051438535,0.33435047951177,3,0,0.903661726242371,0,5,0,0.00915431560592851,0.0566695727986051,130,0.0021795989537925,195,0,0,5,767,2294,"CEHB-11-3956",-90.1100610903011,29.9620262777116,"B","16-9","DG",2013-07-23,"7810 Edinburgh St/7814 Edinburgh St/7818 Edinburgh St","D",4,0,1,1,NA,NA,"Very Weak",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70125,41029143,3668178.083,533750.3884,"0","0",NA
"14000US22071005601",0.264312466559658,6,0.0454788657035848,0,119,370,"Census Tract 56.01, Orleans, LA",0.00428036383092563,0,0.128410914927769,0.0663456393793472,0,0.00321027287319422,63,0.00321027287319422,240,6,0,0.0695559122525415,1,494,1869,0.19796682718031,0.729266987693954,85,0.0208667736757624,0.0337078651685393,0,91,8,0.0636704119850187,0.849652220438737,1588,0.048689138576779,124,39,0,130,1363,1869,"12-09429-PNBL",-90.1134484946822,30.0125866367813,"A","4-20","Demo",2013-09-23,"120 Filmore Ave","B",2,0,0,0,NA,NA,"Very Strong",1,"Fair",2,"Fair",2,"Fair",2,"Fair",2,0,0,"sell",1,"",70124,41009308,3666909.776,552124.7276,"0","0",NA
"14000US22071005000",0.0752753977968176,5,0,0,231,69,"Census Tract 50, Orleans, LA",0.0826193390452876,0,0.0324357405140759,0.0330477356181151,0,0.00305997552019584,704,0.00305997552019584,53,5,0,0.00979192166462668,1,123,1634,0.0422276621787026,0.491432068543452,0,0.00979192166462668,0.430844553243574,0,0,135,0.141370869033048,0.342105263157895,559,0,54,16,0,16,803,1634,"12-09756-PNBL",-90.0983116924652,29.9738837356328,"A","4-7","Demo",2013-07-22,"121 N Scott St","B",2,0,1,1,NA,NA,"Very Strong",1,NA,NA,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"",70119,41019381,3671851.87,538102.1245,"0","0",NA
"14000US22071007200",0.115954664341761,67,0.0013077593722755,0,21,71,"Census Tract 72, Orleans, LA",0,0,0.028770706190061,0.0850043591979076,0,0.0292066259808195,2073,0.0292066259808195,66,67,0,0.0021795989537925,1,266,2294,0.0309503051438535,0.33435047951177,3,0,0.903661726242371,0,5,0,0.00915431560592851,0.0566695727986051,130,0.0021795989537925,195,0,0,5,767,2294,"CEHB-11-3957",-90.1125486033199,29.9614191339055,"B","16-9","DG",2013-07-23,"7928-30 Forshey St","D",4,0,1,1,NA,NA,"Very Strong",1,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70125,41030100,3667392.803,533521.2074,"0","0",NA
"14000US22071003800",0.345017182130584,41,0.00618556701030928,0,11,265,"Census Tract 38, Orleans, LA",0,0,0.160824742268041,0.162886597938144,8,0.0281786941580756,34,0.0288659793814433,234,42,1,0.015807560137457,1,502,1455,0.18213058419244,0.592439862542955,9,0.015807560137457,0.0233676975945017,0.00549828178694158,0,0,0.00756013745704467,0.934020618556701,1359,0,237,23,0.000687285223367698,23,862,1455,"13-00626-PNBL",-90.0586831525154,29.9610533738206,"C","6-1","Demo",2013-10-14,"1224 Decatur St","B",2,0,1,1,1,1,"Moderately Strong",2,NA,NA,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"",70116,41022855,3684450,533573.9249,"1","0",0
"14000US22071000604",0.165173922099563,35,0.00958133722141221,0,103,556,"Census Tract 6.04, Orleans, LA",0,0,0.113518017079775,0.0493647156842325,0,0.00729014788585711,4097,0.00729014788585711,545,35,0,0.00229118933555509,1,793,4801,0.11580920641533,0.162882732764007,46,0.00229118933555509,0.853363882524474,0,0,0,0.0214538637783795,0.108310768589877,520,0,237,11,0,11,782,4801,"12-10450-PNBL",-90.022737013377,29.9399730805058,"C","15-13","Demo",2013-07-23,"1419 Odeon St","E",5,0,0,0,NA,NA,"Very Strong",1,"Very Poor",4,"Very Poor",4,"Very Poor",4,"Very Poor",4,0,0,"demolish",0,"",70114,41000954,3695919.496,526036.791,"0","1",NA
"14000US22071001701",0.336503291880029,0,0,0,0,205,"Census Tract 17.01, Orleans, LA",0,0,0.110460863204097,0.186539868324799,0,0,1355,0.00658376005852231,151,9,9,0.0395025603511339,1,460,1367,0.14996342355523,0.667885881492319,0,0.0292611558156547,0.991221653255304,0,14,0,0,0.0021945866861741,3,0.0102414045354792,255,40,0.00658376005852231,54,913,1367,"CEHB-11-7649",-90.0436871666609,30.0142837586708,"D","9-31B","Demo",2013-07-23,"4030 Mithra St","E",5,0,0,0,NA,NA,"Very Strong",1,"Poor",3,"Poor",3,"Poor",3,"Poor",3,0,0,"demolish",0,"",70126,41184747,3688980.405,552983.6304,"0","1",NA
"14000US22071007800",0.16025641025641,93,0.0441595441595442,0,7,203,"Census Tract 78, Orleans, LA",0,0,0.0925925925925926,0.0156695156695157,5,0.0662393162393162,212,0.0662393162393162,130,93,0,0.0484330484330484,1,225,1404,0.144586894586895,0.677350427350427,62,0.0349002849002849,0.150997150997151,0.00356125356125356,19,0,0.00498575498575499,0.733618233618234,1030,0.0135327635327635,22,49,0,68,951,1404,"13-02892-PNBL",-90.0713865250339,29.9347760395085,"B","1-2","DG",2013-09-23,"1457 Constance St","B",2,1,1,0,NA,NA,"Very Strong",1,"Fair",2,"Fair",2,"Fair",2,"Fair",2,1,1,"sell",1,"",70130,41142262,3680532.89,523974.0019,"0","0",NA
"14000US22071012800",0.180457052797478,0,0.0394011032308905,0,125,330,"Census Tract 128, Orleans, LA",0.00591016548463357,0,0.104806934594169,0.0504334121355398,0,0,686,0.00315208825847124,266,8,8,0.0252167060677699,1,458,2538,0.130023640661939,0.395193065405831,100,0.0193065405831363,0.270291568163909,0,15,15,0.0492513790386131,0.631993695823483,1604,0.00591016548463357,128,49,0.00315208825847124,64,1003,2538,"12-09247-PNBL",-90.1191185009091,29.951186999962,"A","16-7","DG",2013-09-09,"2117-2119 Adams St","B",2,0,1,1,NA,NA,"Very Strong",1,"Poor",3,"Poor",3,"Fair",2,"Poor",3,1,1,"sell",1,"",70118,41026925,3665351.962,529778.3043,"0","0",NA
"14000US22071014100",0.0595238095238095,5,0,0,7,52,"Census Tract 141, Orleans, LA",0,0,0.0294784580498866,0.0300453514739229,0,0.00283446712018141,1299,0.00396825396825397,52,7,2,0,1,105,1764,0.0294784580498866,0.377551020408163,0,0,0.736394557823129,0,0,0,0.00396825396825397,0.255668934240363,451,0,53,0,0.00113378684807256,0,666,1764,"13-02224-PNBL",-90.0736717396017,29.9267547936442,"B","10-6","AW",2013-07-30,"2127-2129 Chippewa St","B",2,1,1,0,NA,NA,"Very Strong",1,"Fair",2,"Poor",3,"Fair",2,"Fair",2,1,1,"sell",1,"",70130,41041376,3679841.183,521049.2254,"0","0",NA
"14000US22071014200",0.236631837738168,0,0.015980331899201,0,0,270,"Census Tract 142, Orleans, LA",0,0,0.140135218192993,0.0706822372464659,11,0,705,0,228,0,0,0.0190534726490473,1,385,1627,0.165949600491703,0.454210202827289,26,0.00307314074984634,0.433312845728334,0.00676090964966195,26,0,0,0.550706822372465,896,0.015980331899201,115,5,0,31,739,1627,"13-03616-PNBL",-90.082048825961,29.9217630746451,"B","11-3","JN",2013-10-22,"2927-2933 Chippewa St","B",2,1,1,0,1,1,"Very Strong",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sell",1,"There are unpaid fees.",70115,41042248,3677207.602,519204.9847,"0","0",1
"14000US22071013400",0.188947368421053,89,0.0873684210526316,0,49,280,"Census Tract 134, Orleans, LA",0,0,0.107894736842105,0.0415789473684211,6,0.0468421052631579,392,0.0468421052631579,205,89,0,0.0363157894736842,1,359,1900,0.147368421052632,0.520526315789474,166,0.0189473684210526,0.206315789473684,0.00315789473684211,33,0,0.0257894736842105,0.633684210526316,1204,0.0173684210526316,79,36,0,69,989,1900,"13-07559-MPM",-90.0741604910393,29.9528322719335,"B","3-1","Demo",2013-10-22,"306 S Rampart St","B",2,0,1,1,0,0,"Very Strong",1,NA,NA,"Poor",3,NA,NA,"Poor",3,0,0,"sell",1,"SELL LOT",70112,41033189,3679582.167,530530.2418,"0","0",0
"14000US22071006500",0.160762942779292,109,0.0124562086414947,53,116,255,"Census Tract 65, Orleans, LA",0.00661736084079408,0.0206305955624757,0.0926430517711172,0.0615025301673803,0,0.0424289606850915,844,0.0424289606850915,238,109,0,0.00661736084079408,1,413,2569,0.0992604126119113,0.32191514207863,32,0.0035033086804204,0.328532502919424,0,8,17,0.0451537563254185,0.544180615025302,1398,0.00311405216037369,158,9,0,17,827,2569,"13-06474-PNBL",-90.1058039841134,29.9746519453137,"A","3-19","JN",2013-10-17,"316 S Alexander St","B",2,0,1,1,0,0,"Very Strong",1,"Poor",3,"Poor",3,"Poor",3,"Very Poor",4,1,1,"sell",1,"",70119,41036145,3669476.844,538355.9867,"0","0",0
"14000US22071011200",0.218020917135961,15,0.0168946098149638,0,24,236,"Census Tract 112, Orleans, LA",0.0201126307320998,0,0.156074014481094,0.0281576830249397,5,0.0120675784392599,427,0.0120675784392599,194,15,0,0.0297666934835076,1,271,1243,0.189863234111022,0.847948511665326,21,0.0297666934835076,0.343523732904264,0.00402252614641995,0,25,0.0193081255028158,0.588093322606597,731,0,35,37,0,37,1054,1243,"12-07689-PNBL",-90.1076411493766,29.943917155782,"B","13-16","DG",2013-10-17,"3323 Robert St","B",2,0,1,1,0,0,"Very Strong",1,"Good",1,"Good",1,"Good",1,"Good",1,1,1,"sell",1,"WIP",70125,41056032,3669014.76,527173.4098,"0","0",0
"14000US22071009600",0.241071428571429,3,0.00480769230769231,0,0,220,"Census Tract 96, Orleans, LA",0,0,0.129807692307692,0.0899725274725275,0,0.00206043956043956,478,0.00206043956043956,189,3,0,0.0212912087912088,1,351,1456,0.151098901098901,0.501373626373626,7,0.00206043956043956,0.328296703296703,0,28,0,0,0.664835164835165,968,0.0192307692307692,131,3,0,31,730,1456,"12-09710-PNBL",-90.0927429211762,29.9204810786869,"B","12-2","Demo",2013-07-22,"3652-3654 Constance St","B",2,0,1,1,NA,NA,"Very Strong",1,NA,NA,"Poor",3,"Fair",2,"Fair",2,1,1,"sell",1,"",70115,41047805,3673825.172,518701.9708,"0","0",NA
